feature,tree,knn,gnb,lda
1,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
2,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
3,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
4,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
5,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
6,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
7,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
8,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
9,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
10,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
11,1.7409139122886,1.0328207734161812,1.5342084130083036,2.480145019586924
