feature,tree,knn,gnb,lda
1,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
2,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
3,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
4,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
5,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
6,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
7,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
8,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
9,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
10,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
11,53.49530420579828,52.008983258472846,49.52633728052266,50.40016333197224
