feature,tree,knn,gnb,lda
1,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
2,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
3,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
4,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
5,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
6,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
7,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
8,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
9,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
10,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
11,2.469883819820138,1.5161037432446829,2.081507448048463,2.80188537301282
