feature,tree,knn,gnb,lda
1,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
2,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
3,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
4,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
5,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
6,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
7,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
8,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
9,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
10,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
11,3.2905253103694267,1.2162488904974849,3.7271653255036012,4.62942049190923
