feature,tree,knn,gnb,lda
1,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
2,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
3,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
4,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
5,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
6,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
7,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
8,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
9,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
10,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
11,4.585767260081607,4.269906588290578,7.06648620409941,7.951218460085221
