feature,tree,knn,gnb,lda
1,96.28252788104089,74.34944237918215,58.7360594795539,59.479553903345725
2,96.28252788104089,69.70260223048327,65.05576208178438,59.29368029739776
3,96.28252788104089,69.70260223048327,55.576208178438655,59.479553903345725
4,96.28252788104089,77.69516728624535,49.44237918215613,61.33828996282528
5,99.07063197026022,78.25278810408922,49.44237918215613,70.26022304832715
6,98.14126394052045,78.25278810408922,49.44237918215613,71.18959107806691
7,97.21189591078067,78.25278810408922,49.44237918215613,65.79925650557621
8,99.07063197026022,78.25278810408922,49.44237918215613,67.1003717472119
9,97.21189591078067,78.25278810408922,49.44237918215613,73.42007434944237
10,97.21189591078067,78.25278810408922,49.44237918215613,75.27881040892194
11,98.14126394052045,78.25278810408922,49.44237918215613,76.76579925650557
12,98.14126394052045,78.25278810408922,49.44237918215613,76.57992565055763
13,98.14126394052045,78.25278810408922,49.44237918215613,76.76579925650557
14,99.07063197026022,78.25278810408922,49.44237918215613,77.5092936802974
15,98.14126394052045,78.25278810408922,49.44237918215613,77.5092936802974
16,97.21189591078067,77.69516728624535,49.44237918215613,77.32342007434944
17,99.07063197026022,77.69516728624535,49.44237918215613,77.32342007434944
18,99.07063197026022,77.69516728624535,49.44237918215613,78.06691449814126
19,97.21189591078067,77.69516728624535,49.44237918215613,78.06691449814126
20,98.14126394052045,77.69516728624535,49.44237918215613,78.06691449814126
21,98.14126394052045,77.69516728624535,49.44237918215613,78.06691449814126
