feature,tree,knn,gnb,lda
1,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
2,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
3,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
4,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
5,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
6,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
7,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
8,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
9,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
10,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
11,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
12,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
13,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
14,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
15,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
16,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
17,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
18,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
19,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
20,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
21,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
22,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
23,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
24,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
25,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
26,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
27,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
28,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
29,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
30,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
31,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
32,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
33,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
34,5.594461708201938,5.577595418462539,6.278642838814035,7.304979419140606
