feature,tree,knn,gnb,lda
1,65.625,62.15277777777778,60.59027777777778,71.00694444444444
2,65.625,62.15277777777778,60.59027777777778,71.00694444444444
3,65.625,62.15277777777778,60.59027777777778,71.00694444444444
4,65.625,62.15277777777778,60.59027777777778,71.00694444444444
5,65.625,62.15277777777778,60.59027777777778,71.00694444444444
6,65.625,62.15277777777778,60.59027777777778,71.00694444444444
7,65.625,62.15277777777778,60.59027777777778,71.00694444444444
8,65.625,62.15277777777778,60.59027777777778,71.00694444444444
9,65.625,62.15277777777778,60.59027777777778,71.00694444444444
10,65.625,62.15277777777778,60.59027777777778,71.00694444444444
11,65.625,62.15277777777778,60.59027777777778,71.00694444444444
12,65.625,62.15277777777778,60.59027777777778,71.00694444444444
13,65.625,62.15277777777778,60.59027777777778,71.00694444444444
14,65.625,62.15277777777778,60.59027777777778,71.00694444444444
15,65.625,62.15277777777778,60.59027777777778,71.00694444444444
16,65.625,62.15277777777778,60.59027777777778,71.00694444444444
17,65.625,62.15277777777778,60.59027777777778,71.00694444444444
18,65.625,62.15277777777778,60.59027777777778,71.00694444444444
19,65.625,62.15277777777778,60.59027777777778,71.00694444444444
