feature,tree,knn,gnb,lda
1,53.09999999999999,53.09999999999999,60.79999999999999,57.016
2,82.268,82.848,83.028,86.56400000000001
3,82.03599999999999,82.53600000000002,83.048,86.74800000000002
4,82.14399999999999,82.348,83.08800000000001,86.60799999999999
5,82.344,82.19200000000001,83.08800000000001,86.624
6,82.292,81.872,83.052,86.696
7,81.728,81.5,82.97999999999999,86.52000000000001
8,82.02799999999999,81.252,83.00800000000001,86.372
9,82.048,80.78,83.048,86.36399999999999
10,81.696,80.492,83.03200000000001,86.388
11,81.79999999999998,80.44800000000001,82.98400000000001,86.3
12,81.592,79.90799999999999,82.944,86.28800000000001
13,81.64,79.6,82.976,86.28799999999998
14,81.732,79.36800000000001,82.95200000000001,86.104
15,81.94,79.44,82.96,86.12400000000001
16,81.896,79.268,82.91600000000001,86.112
17,81.764,79.164,82.93199999999999,86.048
18,81.612,78.912,82.87599999999999,86.052
19,81.728,78.74000000000001,82.888,86.08
20,81.53999999999999,78.50400000000002,82.92399999999999,85.97599999999998
21,81.60799999999999,78.672,82.88,85.96400000000003
22,81.77999999999999,78.23200000000001,82.86,85.968
23,81.82,78.32000000000001,82.928,85.884
24,81.692,77.716,82.88000000000001,85.872
25,81.88399999999999,77.59599999999999,82.78399999999998,85.788
26,81.63199999999999,77.732,82.832,85.732
27,81.568,77.412,82.76399999999998,85.61600000000001
28,81.87599999999999,77.196,82.77999999999999,85.62400000000002
29,81.788,77.412,82.772,85.59599999999999
30,81.696,77.16400000000002,82.68800000000002,85.58000000000001
31,81.612,77.136,82.74799999999999,85.58399999999999
32,81.704,76.69600000000001,82.8,85.564
33,81.59199999999998,76.528,82.768,85.50399999999999
34,81.56,76.41600000000001,82.67999999999999,85.452
35,81.404,76.32000000000001,82.684,85.424
36,81.596,76.488,82.68,85.444
37,81.53200000000001,76.368,82.61999999999999,85.47200000000001
38,81.60799999999999,76.49199999999999,82.62400000000001,85.5
39,81.66,76.244,82.59200000000001,85.47999999999999
40,81.588,76.09200000000001,82.62800000000001,85.38799999999999
