feature,tree,knn,gnb,lda
1,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
2,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
3,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
4,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
5,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
6,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
7,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
8,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
9,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
10,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
11,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
12,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
13,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
14,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
15,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
16,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
17,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
18,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
19,65.02083333333331,61.975694444444436,65.5763888888889,71.49131944444444
